Security / Naxal,Weather / Monsoon,Train Behavior,Route / Terrain,Terminal Congestion,target
7.595379217685955,6.409909827628531,21.904271099052885,72.93408944112356,59.28867855650069,30.575777274864375
4.256980429396597,21.694148782021756,13.254705500808411,54.551860242646356,48.82878309335481,27.591350001379784
13.263361628532069,20.41485427853794,22.868456597685515,35.54935128634624,17.24384406953225,23.41563427048159
15.686547895797561,51.085769966829666,0.057087452729023616,39.68881839387319,81.85995700571291,37.306174004861944
21.43141544314738,4.315926487756908,10.609244827403064,25.851388355744653,27.423821400810716,19.38307164714695
10.943660915915835,74.50003184940608,27.47600279632848,15.696156766511876,21.747524751456744,30.06762164546977
14.737881180016574,24.83813743746284,57.77805066508934,23.198990165394026,66.65392992190002,34.62994816191615
13.235483207937321,67.40634183398366,10.780674312773895,16.36361253261852,49.40965517881643,30.644695309609464
14.370973179978785,25.69714852584944,57.65561430690216,48.16740855939699,68.81585244511686,42.51206403740106
17.242336022583146,25.3048552524368,6.81324916716695,33.66664660483318,47.74114625955596,27.345948174820506
22.6027566496359,34.884933688283844,100.0,70.53343316523306,18.48443250744164,48.70050792892018
2.9278404087871763,11.86605533206187,3.5875037629408615,72.48929106347839,28.42136420538933,19.88513210188258
24.499599617240225,5.966816017640876,3.2834034736352726,27.281464632548705,59.79378067409039,23.89746544578265
3.7380456275901373,11.081789677803998,11.820424801925302,18.832201722443337,24.005919490500993,12.956525253259256
10.977713892883745,25.381688696652517,4.5225324492994226,67.24457513861896,36.600732444300625,28.684985712431676
4.491653070979642,46.811862396909476,49.092513308359706,77.8749950697654,17.54371161316235,40.66128839511437
12.942842393462866,30.806607415963565,27.747187378176758,25.30428358810529,51.91940541702517,28.94877200159675
4.184813639256584,22.601095283579816,9.274172016552566,52.58933416104926,40.17122499152341,22.451827496192198
0.2656395467108652,48.89151509583269,7.977219365319106,68.99385681132867,3.734457442808761,27.65994504994073
15.414649965695862,6.9533229327009,48.6653126462122,35.46422901885864,100.0,37.16302428972642
10.585072468262407,66.98380792171933,4.960475961335119,11.294822315727037,28.07059190083603,24.791351123802258
47.124849859629244,27.5979623984116,34.69071520490939,63.53558194820046,38.54825911930113,43.99526633605113
13.211562331325835,28.38945651113982,20.290783835616473,54.78052393026054,24.93018248402049,28.575063150316375
