Weather / Sea State,Geopolitical / Piracy,AIS / Vessel Behavior,Route Chokepoints,Port Congestion,target
38.196104527440056,10.571789602310156,13.422386286031319,42.36039434786619,51.85509840442816,28.170454272499796
9.464860870016468,14.339748203265174,33.57505347255767,23.476525889226497,42.90321417305759,21.71266614092363
62.39382934810097,7.3287887938570595,9.044819056669526,21.680322758044102,54.09783180345703,25.85774831572512
47.533250741660396,17.850379121144933,52.15738248312273,82.58939104289834,27.54344440495242,41.036550463348426
23.42804038197105,11.784143808735472,7.634368096837999,40.06778579719097,2.051498723884002,18.997162400790515
21.953395845503845,3.088075478209258,6.703337864612379,32.70112852394242,57.80162887413232,21.048788097213897
8.252721203341206,16.00925347970942,36.25586150372049,92.24665570744286,49.54871820283543,36.128119564562276
63.773000377775,6.129043937173186,47.32724889249157,62.07540602435263,46.94848231666422,40.32999804675759
13.614865424504629,1.1608338654525052,6.511799459772326,91.04022894666585,13.967017648574739,21.683918156660756
85.48381578154914,2.767673640349082,38.52411713064474,77.00367326722053,43.98915671953065,40.9887341504642
13.934912720138977,5.056715984154119,14.153371199064681,87.0097372899965,21.115187709750955,24.850678922667022
22.539723247434637,1.4424890573650206,6.822235998677105,90.75618001691758,57.52108856584272,24.99530020984771
3.8902814638594183,21.56584467496903,16.007470254825183,79.68672499306939,21.167332401800348,21.477550817885714
17.73693211170125,0.6244493279869334,31.9456722189576,96.18002532168049,38.7250277251929,31.438196525808657
17.767938536219702,4.372932816863616,4.525876678286781,60.913783731640734,59.121195584157775,24.143643251300702
57.90392100990963,21.39065101145924,2.4489494624246686,58.8648593793618,19.219684696997362,32.41447409192984
48.05635465477988,37.60135851162654,18.96360268850736,36.03228008877244,46.857909085613244,37.627820725081314
61.831292485059535,0.7086464762401172,2.1923581970426924,81.86241967990206,21.58345176659301,28.43619414057282
53.26859911310856,18.259454689556893,20.87003935103922,52.48256908186676,22.118969202241267,30.003823291266606
27.97557127182311,3.894524676504045,41.98383255443332,15.058769281197826,63.342336440003436,26.512676074965285
32.34337593108999,4.758152568997884,7.076032986439632,36.21966099390871,41.24429325146364,22.54324760289197
44.20614373350626,21.265535708115223,30.82519183838992,83.43332450705215,5.945047993075686,34.04586267822594
26.85433087247553,10.579107877321462,3.6268237715773872,90.61849487918816,7.451834361546233,23.392873601571456
42.67923885244618,22.518410897929712,34.02698147698571,27.635905100528092,32.999612455224465,33.0580601126742
33.63824913767059,16.636935334443123,7.127401130217997,15.933040425719202,23.04565183335094,16.677263051052677
37.29952333256585,4.394671378149735,0.6547551297595704,83.9359619021513,71.73364981442481,33.49515452418827
26.158009566434313,2.732592475784399,41.24303987853263,67.24600947224141,21.932690496217795,30.498973765922
65.08789371263987,2.795802116583245,5.260079099918594,8.444083578319328,32.349427164222355,21.475727922873027
22.99211166403054,22.38985094274938,32.93941888921807,37.891815433287,13.866961832452276,26.09807102174194
30.98510491071953,5.672333877121124,27.405157337842915,8.297964661924617,47.38267577641908,23.017209882833576
14.301900732090578,11.93261210797828,53.409862532571786,78.39611384820859,38.21354560720924,36.10222181701337
14.452351535149706,5.157444226764537,0.8103293989825562,95.03443215110316,21.762344051906872,22.736368881978084
23.889578492034385,8.320118250323292,2.2064013765069475,4.244048820185531,39.22089877709318,17.126598254991475
33.42780624958928,0.7560311234060255,11.671735612179974,12.260902595664547,51.74122364726473,21.149715433012787
50.421886079100254,23.75817739920037,21.415387629447935,34.66478222543524,22.521885570284194,28.476877595275766
22.803439534088724,26.22596753893824,29.40424020773409,11.934216337588799,47.196830850010194,26.63175994671062
12.700176488683347,41.99602799304355,30.18719476972923,6.815527718681336,11.496731217488158,22.608926042624798
5.628792660100789,11.891157910499437,24.853501599007334,56.378100801710275,60.20190656790985,27.606324533246802
61.605607646212746,7.005689123219502,14.399501650717943,41.18725451512633,52.34824479709947,32.6790411971423
25.957769795637667,16.743067611448097,6.613301474157163,50.97964755485407,37.93707015318928,23.46624430596153
39.334371307600286,2.6334541923435517,47.18669169120308,90.6896814922878,5.885838862889543,28.82572303743573
0.42761678039669576,3.900722947985126,4.700345874487407,98.81548615442482,82.66079122912492,27.76430307803472
33.48367603136864,2.048670987423733,1.3446937652009214,90.57645036790719,24.970690061278443,27.320991369701183
37.44922971729511,2.760112710745646,20.800629097224306,22.564779532955438,46.28951185073162,22.102304276796485
59.61003775436892,1.3510395187355655,18.350671657314244,99.86202290186036,1.851746080066036,30.904123620759073
68.10599530302675,1.9094684710411198,30.694059450263396,93.99548140659869,15.780606621532428,37.384599330793314
46.38831683206476,20.41706321000903,67.7458342718884,97.13104897561045,47.647551445643934,53.7430965900718
80.34095292566916,1.2621878256851582,20.202734216163805,68.78553209508843,3.637788136349343,31.24876541295024
29.9331054777587,19.581153571129107,43.99866169304996,86.22744902832613,31.210333523143987,39.42748418159736
46.785466175281556,5.246412883344873,65.68189779555495,30.794593526423164,0.0,24.242343242683248
52.572980022410015,1.5327824308303115,31.522705306598176,42.18388647868213,48.10566120969964,32.64601400586124
18.73848586463817,3.505430916986513,4.7027054890190945,54.840758749223816,24.15992821015736,18.641537043270247
49.10534533165776,5.273798746407123,28.824588686823795,88.23260986299442,55.83289199259731,38.194095493618796
28.289126509693574,3.8607997007516532,26.070555287784146,78.10790552663057,45.17385609210882,28.449872434707068
20.84808009085274,0.3728517117998637,32.93068448627445,41.44649031238021,20.93945521516629,23.015183669574718
15.959988331073982,11.165240876362068,19.43679054558269,9.269388007366263,45.11632930403246,18.699643366230937
4.738019444089961,10.985511677018467,16.672630178225006,26.159009182061077,3.774302134602049,10.685650829889443
61.76716050614848,15.902893802324499,2.3694049477443575,99.20796190052818,0.0,29.20948227970286
40.4574742152901,13.780166026625515,2.2916720113408267,58.367090871565054,14.09214884010698,21.863119751068865
32.791653603524836,4.693512416265044,74.20612447389007,0.6828218385246054,52.30666309999777,27.64547602447679
35.41512496777334,14.02075685485894,4.373068352728379,13.72011111486403,47.750806250463924,19.545304336318242
67.41521593450561,7.915453680011887,1.6970990058765325,7.832205290537253,17.34848013436632,20.132819720662425
57.62246384468005,1.239696765147758,12.45282809788187,60.24439623584775,35.239304031746784,31.25235358912375
4.297075369337476,1.6652043513740524,48.00889399947639,3.345034377548517,42.13137235024661,18.896289559421174
66.98753209966337,34.16784111321442,15.983617427038016,63.86469679364194,28.832229194512536,39.742286532918854
45.61328158724542,28.376437617861615,12.52710649483774,20.136343377555498,26.542092970703685,26.55434874552313
79.70851348685916,1.4980252391170092,37.08716704558484,59.51166635160619,60.61242529955946,40.415845252390035
31.882040147515255,8.020833484497318,41.9519096146033,16.238703571299894,0.0,21.867935053722704
12.064393171974196,14.474498298917837,16.22065950242237,17.1309839738091,52.848335937376234,19.51302669482306
12.159905949579963,0.4898037670129222,38.8117515902261,4.099607803701866,59.50522205876252,17.909121155586238
20.37236876352707,27.90528725732707,6.813953341573184,75.00594767971566,31.311812827691007,28.503017197887704
14.993147874854541,2.465812849936881,2.201261920654315,47.862213013838286,68.85010929962343,19.17864627352753
22.779048304472447,8.252549503728059,14.676561810590599,51.46402624005374,68.4957761780479,25.951789963728814
22.785152203086184,0.3784313725450238,12.35346106553408,72.86896593660234,47.899402161550405,24.275311421850397
45.63611470845745,15.426031424116223,14.462449622222879,64.68124134464847,0.0,24.934263105753423
39.76125685457716,2.8695844937437593,0.9806033943327834,19.631644591322793,61.47123498993261,21.12773481706028
36.42019637032747,10.5060510984875,1.4359785934488651,27.41833861222005,29.717199765094712,20.666196700991595
2.1758756658461404,26.483293554788563,2.1382161190352402,87.45100764597245,45.90707312318848,29.96893081327636
79.72588247213115,9.115622449898783,11.855591554478718,44.075534791521086,57.17809364654424,36.26109611792009
25.218043730370322,0.07064263785320533,31.155728639235164,2.4296735734151698,41.30468017237809,19.046744300154632
10.026239754026717,0.21496993018313917,2.861547046039916,66.2664455744877,55.85025827434149,21.251465086986528
34.26722099992152,37.95474910508,10.288467144483104,13.240626860222504,54.12083304414107,31.60167269665091
50.59490147326649,2.632670222393438,7.3884212992825145,30.3867864872853,45.48395440969677,26.256662034523234
33.523218065001835,7.045658011767143,9.182661531730618,7.102663034013101,24.197091563902866,16.88048103765821
100.0,1.6503528257317495,0.19667313943566092,53.89636636681888,0.0,29.213963531941904
52.732687006245634,13.26884275752339,16.377294287364496,57.16144836409308,32.023633955457626,29.179396217617832
51.2130561746441,4.490353012395798,18.242811710147944,53.70257577704488,37.5153499023871,32.11140703358965
42.65033048301094,10.333871242548506,5.028162292918589,5.2350447705368115,37.416789390243686,17.09489039532701
29.008253569294478,0.29761071862596494,4.168907315763493,4.421869055576099,0.0,7.048501635882689
75.71377347315764,24.76985240578533,7.625282390120979,34.21383676915052,34.145053850324395,35.311040559724525
13.024616415485239,6.170511601820369,51.25475822349267,92.33690488402118,77.30867880103904,35.878160701834915
23.540407489186855,11.601365778961169,0.9935113318593571,58.687269325562994,43.86360625297242,27.833109097716505
62.192659171810845,6.848793422274824,6.3120840077012925,66.90919409082109,30.368993465831032,32.19316342319545
